Title="THE AIRCOEF"
Variables=
iter
<i>C<sub>L</sub></i>
<i>C<sub>D</sub></i>
<i>C<sub>Z</sub></i>
<i>C<sub>D_p</sub></i>
<i>C<sub>D_f</sub></i>
<i>C<sub>D</sub></i>-<i>C<sub>L</sub></i><sup>2</sup>/(<greek>p</greek><math>4</math>A<sub>r</sub>)</i>
<i>X<sub>cp</sub></i>
<i>C<sub>A</sub></i>
<i>C<sub>N</sub></i>
<i>C<sub>Z1</sub></i>
<i>C<sub>ml</sub></i>
<i>C<sub>mn</sub></i>
<i>C<sub>m</sub></i>
"Walltime"
1100	8.4657052102e-01	1.9377576936e-02	0.0000000000e+00	1.3925960720e-02	5.4516162162e-03	-4.6357760643e-03	3.6908306169e-01	-2.1852588720e-02	8.4651024915e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1243259451e-01	1.6116000000e+01
1100	8.4660317959e-01	1.9370143153e-02	0.0000000000e+00	1.3918816405e-02	5.4513267475e-03	-4.6450626337e-03	3.6908965522e-01	-2.1861603363e-02	8.4654250716e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1245008210e-01	1.5967900000e+02
1200	8.4715161732e-01	1.9397168124e-02	0.0000000000e+00	1.3967600646e-02	5.4295674779e-03	-4.6491623062e-03	3.6898110375e-01	-2.1861305876e-02	8.4709161026e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1256079733e-01	2.7721000000e+01
1200	8.4715581959e-01	1.9398047728e-02	0.0000000000e+00	1.3968458349e-02	5.4295893789e-03	-4.6485212644e-03	3.6898516032e-01	-2.1860631862e-02	8.4709585036e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1256579815e-01	1.7116300000e+02
1300	8.4758307057e-01	1.9462780481e-02	0.0000000000e+00	1.4046529453e-02	5.4162510279e-03	-4.6080497177e-03	3.6871056225e-01	-2.1816772471e-02	8.4752574579e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1249169425e-01	3.9314000000e+01
1300	8.4758443352e-01	1.9458718790e-02	0.0000000000e+00	1.4042422160e-02	5.4162966306e-03	-4.6121888224e-03	3.6871588803e-01	-2.1820895690e-02	8.4752690943e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1249663704e-01	1.8260300000e+02
1400	8.4750521352e-01	1.9465696518e-02	0.0000000000e+00	1.4059205429e-02	5.4064910897e-03	-4.6007117001e-03	3.6854893608e-01	-2.1810070164e-02	8.4744812297e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1232610410e-01	5.0877000000e+01
1400	8.4750827710e-01	1.9464791175e-02	0.0000000000e+00	1.4058350680e-02	5.4064404956e-03	-4.6017910347e-03	3.6854438962e-01	-2.1811123555e-02	8.4745113885e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1232336270e-01	1.9422200000e+02
1500	8.4744989534e-01	1.9429948607e-02	0.0000000000e+00	1.4030640437e-02	5.3993081702e-03	-4.6333179989e-03	3.6855036976e-01	-2.1843083064e-02	8.4739113032e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1230631441e-01	6.2528000000e+01
1500	8.4740094532e-01	1.9424926594e-02	0.0000000000e+00	1.4025633706e-02	5.3992928879e-03	-4.6355602289e-03	3.6853819244e-01	-2.1845716460e-02	8.4734199387e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1227788680e-01	2.0574000000e+02
